well,cycle,replicate,pME6032,plasmid,IPTG,OD600_corr
B10,40,c,empty,pQBR55,100,0.53
B10,41,c,empty,pQBR55,100,0.549
B10,42,c,empty,pQBR55,100,0.571
B10,43,c,empty,pQBR55,100,0.596
B10,44,c,empty,pQBR55,100,0.619
B10,45,c,empty,pQBR55,100,0.634
B10,46,c,empty,pQBR55,100,0.653
B10,47,c,empty,pQBR55,100,0.669
B10,48,c,empty,pQBR55,100,0.686
B10,49,c,empty,pQBR55,100,0.696
B10,50,c,empty,pQBR55,100,0.709
B10,51,c,empty,pQBR55,100,0.722
B10,52,c,empty,pQBR55,100,0.734
B10,53,c,empty,pQBR55,100,0.746
B10,54,c,empty,pQBR55,100,0.753
B10,55,c,empty,pQBR55,100,0.762
B10,56,c,empty,pQBR55,100,0.777
B10,57,c,empty,pQBR55,100,0.784
B10,58,c,empty,pQBR55,100,0.793
B10,59,c,empty,pQBR55,100,0.802
B10,60,c,empty,pQBR55,100,0.809
B10,61,c,empty,pQBR55,100,0.816
B10,62,c,empty,pQBR55,100,0.827
B10,63,c,empty,pQBR55,100,0.837
B10,64,c,empty,pQBR55,100,0.84
B10,65,c,empty,pQBR55,100,0.849
B10,66,c,empty,pQBR55,100,0.858
B10,67,c,empty,pQBR55,100,0.859
B10,68,c,empty,pQBR55,100,0.867
B10,69,c,empty,pQBR55,100,0.872
B10,70,c,empty,pQBR55,100,0.876
B10,71,c,empty,pQBR55,100,0.884
B10,72,c,empty,pQBR55,100,0.886
B11,1,c,PFLU4242,pQBR55,100,0
B11,2,c,PFLU4242,pQBR55,100,0
B11,3,c,PFLU4242,pQBR55,100,0.001
B11,4,c,PFLU4242,pQBR55,100,0.001
B11,5,c,PFLU4242,pQBR55,100,0.001
B11,6,c,PFLU4242,pQBR55,100,0.002
B11,7,c,PFLU4242,pQBR55,100,0.002
B11,8,c,PFLU4242,pQBR55,100,0.002
B11,9,c,PFLU4242,pQBR55,100,0.003
B11,10,c,PFLU4242,pQBR55,100,0.003
B11,11,c,PFLU4242,pQBR55,100,0.004
B11,12,c,PFLU4242,pQBR55,100,0.005
B11,13,c,PFLU4242,pQBR55,100,0.005
B11,14,c,PFLU4242,pQBR55,100,0.005
B11,15,c,PFLU4242,pQBR55,100,0.006
B11,16,c,PFLU4242,pQBR55,100,0.006
B11,17,c,PFLU4242,pQBR55,100,0.007
B11,18,c,PFLU4242,pQBR55,100,0.007
B11,19,c,PFLU4242,pQBR55,100,0.007
B11,20,c,PFLU4242,pQBR55,100,0.007
B11,21,c,PFLU4242,pQBR55,100,0.007
B11,22,c,PFLU4242,pQBR55,100,0.007
B11,23,c,PFLU4242,pQBR55,100,0.007
B11,24,c,PFLU4242,pQBR55,100,0.008
B11,25,c,PFLU4242,pQBR55,100,0.007
B11,26,c,PFLU4242,pQBR55,100,0.007
B11,27,c,PFLU4242,pQBR55,100,0.007
B11,28,c,PFLU4242,pQBR55,100,0.008
B11,29,c,PFLU4242,pQBR55,100,0.007
B11,30,c,PFLU4242,pQBR55,100,0.008
B11,31,c,PFLU4242,pQBR55,100,0.007
B11,32,c,PFLU4242,pQBR55,100,0.007
B11,33,c,PFLU4242,pQBR55,100,0.007
B11,34,c,PFLU4242,pQBR55,100,0.008
B11,35,c,PFLU4242,pQBR55,100,0.008
B11,36,c,PFLU4242,pQBR55,100,0.008
B11,37,c,PFLU4242,pQBR55,100,0.007
B11,38,c,PFLU4242,pQBR55,100,0.008
B11,39,c,PFLU4242,pQBR55,100,0.008
B11,40,c,PFLU4242,pQBR55,100,0.008
B11,41,c,PFLU4242,pQBR55,100,0.007
B11,42,c,PFLU4242,pQBR55,100,0.008
B11,43,c,PFLU4242,pQBR55,100,0.008
B11,44,c,PFLU4242,pQBR55,100,0.008
B11,45,c,PFLU4242,pQBR55,100,0.007
B11,46,c,PFLU4242,pQBR55,100,0.008
B11,47,c,PFLU4242,pQBR55,100,0.007
B11,48,c,PFLU4242,pQBR55,100,0.007
B11,49,c,PFLU4242,pQBR55,100,0.008
B11,50,c,PFLU4242,pQBR55,100,0.008
B11,51,c,PFLU4242,pQBR55,100,0.007
B11,52,c,PFLU4242,pQBR55,100,0.006
B11,53,c,PFLU4242,pQBR55,100,0.006
B11,54,c,PFLU4242,pQBR55,100,0.006
B11,55,c,PFLU4242,pQBR55,100,0.006
B11,56,c,PFLU4242,pQBR55,100,0.006
B11,57,c,PFLU4242,pQBR55,100,0.007
B11,58,c,PFLU4242,pQBR55,100,0.007
B11,59,c,PFLU4242,pQBR55,100,0.007
B11,60,c,PFLU4242,pQBR55,100,0.008
B11,61,c,PFLU4242,pQBR55,100,0.008
B11,62,c,PFLU4242,pQBR55,100,0.009
B11,63,c,PFLU4242,pQBR55,100,0.008
B11,64,c,PFLU4242,pQBR55,100,0.009
B11,65,c,PFLU4242,pQBR55,100,0.011
B11,66,c,PFLU4242,pQBR55,100,0.009
B11,67,c,PFLU4242,pQBR55,100,0.013
B11,68,c,PFLU4242,pQBR55,100,0.01
B11,69,c,PFLU4242,pQBR55,100,0.01
B11,70,c,PFLU4242,pQBR55,100,0.011
B11,71,c,PFLU4242,pQBR55,100,0.012
B11,72,c,PFLU4242,pQBR55,100,0.011
B2,1,a,PFLU4242,pQBR55,0,-0.001
B2,2,a,PFLU4242,pQBR55,0,-0.001
B2,3,a,PFLU4242,pQBR55,0,0
B2,4,a,PFLU4242,pQBR55,0,0.001
B2,5,a,PFLU4242,pQBR55,0,0.001
B2,6,a,PFLU4242,pQBR55,0,0.002
B2,7,a,PFLU4242,pQBR55,0,0.002
B2,8,a,PFLU4242,pQBR55,0,0.003
B2,9,a,PFLU4242,pQBR55,0,0.004
B2,10,a,PFLU4242,pQBR55,0,0.005
B2,11,a,PFLU4242,pQBR55,0,0.006
B2,12,a,PFLU4242,pQBR55,0,0.007
B2,13,a,PFLU4242,pQBR55,0,0.009
B2,14,a,PFLU4242,pQBR55,0,0.011
B2,15,a,PFLU4242,pQBR55,0,0.013
B2,16,a,PFLU4242,pQBR55,0,0.016
B2,17,a,PFLU4242,pQBR55,0,0.019
B2,18,a,PFLU4242,pQBR55,0,0.023
B2,19,a,PFLU4242,pQBR55,0,0.027
B2,20,a,PFLU4242,pQBR55,0,0.032
B2,21,a,PFLU4242,pQBR55,0,0.039
B2,22,a,PFLU4242,pQBR55,0,0.047
B2,23,a,PFLU4242,pQBR55,0,0.056
B2,24,a,PFLU4242,pQBR55,0,0.066
B2,25,a,PFLU4242,pQBR55,0,0.078
B2,26,a,PFLU4242,pQBR55,0,0.09
B2,27,a,PFLU4242,pQBR55,0,0.106
B2,28,a,PFLU4242,pQBR55,0,0.124
B2,29,a,PFLU4242,pQBR55,0,0.147
B2,30,a,PFLU4242,pQBR55,0,0.173
B2,31,a,PFLU4242,pQBR55,0,0.204
B2,32,a,PFLU4242,pQBR55,0,0.237
B2,33,a,PFLU4242,pQBR55,0,0.273
B2,34,a,PFLU4242,pQBR55,0,0.32
B2,35,a,PFLU4242,pQBR55,0,0.357
B2,36,a,PFLU4242,pQBR55,0,0.39
B2,37,a,PFLU4242,pQBR55,0,0.422
B2,38,a,PFLU4242,pQBR55,0,0.45
B2,39,a,PFLU4242,pQBR55,0,0.475
B2,40,a,PFLU4242,pQBR55,0,0.503
B2,41,a,PFLU4242,pQBR55,0,0.526
B2,42,a,PFLU4242,pQBR55,0,0.55
B2,43,a,PFLU4242,pQBR55,0,0.574
B2,44,a,PFLU4242,pQBR55,0,0.602
B2,45,a,PFLU4242,pQBR55,0,0.624
B2,46,a,PFLU4242,pQBR55,0,0.647
B2,47,a,PFLU4242,pQBR55,0,0.665
B2,48,a,PFLU4242,pQBR55,0,0.684
B2,49,a,PFLU4242,pQBR55,0,0.7
B2,50,a,PFLU4242,pQBR55,0,0.71
B2,51,a,PFLU4242,pQBR55,0,0.725
B2,52,a,PFLU4242,pQBR55,0,0.738
B2,53,a,PFLU4242,pQBR55,0,0.749
B2,54,a,PFLU4242,pQBR55,0,0.759
B2,55,a,PFLU4242,pQBR55,0,0.772
B2,56,a,PFLU4242,pQBR55,0,0.787
B2,57,a,PFLU4242,pQBR55,0,0.792
B2,58,a,PFLU4242,pQBR55,0,0.798
B2,59,a,PFLU4242,pQBR55,0,0.809
B2,60,a,PFLU4242,pQBR55,0,0.814
B2,61,a,PFLU4242,pQBR55,0,0.821
B2,62,a,PFLU4242,pQBR55,0,0.831
B2,63,a,PFLU4242,pQBR55,0,0.838
B2,64,a,PFLU4242,pQBR55,0,0.841
B2,65,a,PFLU4242,pQBR55,0,0.85
B2,66,a,PFLU4242,pQBR55,0,0.857
B2,67,a,PFLU4242,pQBR55,0,0.863
B2,68,a,PFLU4242,pQBR55,0,0.868
B2,69,a,PFLU4242,pQBR55,0,0.87
B2,70,a,PFLU4242,pQBR55,0,0.879
B2,71,a,PFLU4242,pQBR55,0,0.885
B2,72,a,PFLU4242,pQBR55,0,0.89
B4,1,a,empty,pQBR55,100,0
B4,2,a,empty,pQBR55,100,0.002
B4,3,a,empty,pQBR55,100,0.002
B4,4,a,empty,pQBR55,100,0.002
B4,5,a,empty,pQBR55,100,0.003
B4,6,a,empty,pQBR55,100,0.004
B4,7,a,empty,pQBR55,100,0.004
B4,8,a,empty,pQBR55,100,0.004
B4,9,a,empty,pQBR55,100,0.005
B4,10,a,empty,pQBR55,100,0.006
B4,11,a,empty,pQBR55,100,0.006
B4,12,a,empty,pQBR55,100,0.007
B4,13,a,empty,pQBR55,100,0.009
B4,14,a,empty,pQBR55,100,0.009
B4,15,a,empty,pQBR55,100,0.01
B4,16,a,empty,pQBR55,100,0.013
B4,17,a,empty,pQBR55,100,0.015
B4,18,a,empty,pQBR55,100,0.017
B4,19,a,empty,pQBR55,100,0.021
B4,20,a,empty,pQBR55,100,0.027
B4,21,a,empty,pQBR55,100,0.03
B4,22,a,empty,pQBR55,100,0.037
B4,23,a,empty,pQBR55,100,0.044
B4,24,a,empty,pQBR55,100,0.054
B4,25,a,empty,pQBR55,100,0.066
B4,26,a,empty,pQBR55,100,0.076
B4,27,a,empty,pQBR55,100,0.092
B4,28,a,empty,pQBR55,100,0.111
B4,29,a,empty,pQBR55,100,0.131
B4,30,a,empty,pQBR55,100,0.155
B4,31,a,empty,pQBR55,100,0.193
B4,32,a,empty,pQBR55,100,0.233
B4,33,a,empty,pQBR55,100,0.284
B4,34,a,empty,pQBR55,100,0.335
B4,35,a,empty,pQBR55,100,0.38
B4,36,a,empty,pQBR55,100,0.426
B4,37,a,empty,pQBR55,100,0.462
B4,38,a,empty,pQBR55,100,0.492
B4,39,a,empty,pQBR55,100,0.518
B4,40,a,empty,pQBR55,100,0.548
B4,41,a,empty,pQBR55,100,0.57
B4,42,a,empty,pQBR55,100,0.6
B4,43,a,empty,pQBR55,100,0.624
B4,44,a,empty,pQBR55,100,0.651
B4,45,a,empty,pQBR55,100,0.673
B4,46,a,empty,pQBR55,100,0.695
B4,47,a,empty,pQBR55,100,0.712
B4,48,a,empty,pQBR55,100,0.732
B4,49,a,empty,pQBR55,100,0.743
B4,50,a,empty,pQBR55,100,0.757
B4,51,a,empty,pQBR55,100,0.771
B4,52,a,empty,pQBR55,100,0.783
B4,53,a,empty,pQBR55,100,0.793
B4,54,a,empty,pQBR55,100,0.802
B4,55,a,empty,pQBR55,100,0.816
B4,56,a,empty,pQBR55,100,0.828
B4,57,a,empty,pQBR55,100,0.838
B4,58,a,empty,pQBR55,100,0.84
B4,59,a,empty,pQBR55,100,0.852
B4,60,a,empty,pQBR55,100,0.857
B4,61,a,empty,pQBR55,100,0.866
B4,62,a,empty,pQBR55,100,0.871
B4,63,a,empty,pQBR55,100,0.881
B4,64,a,empty,pQBR55,100,0.884
B4,65,a,empty,pQBR55,100,0.894
B4,66,a,empty,pQBR55,100,0.903
B4,67,a,empty,pQBR55,100,0.908
B4,68,a,empty,pQBR55,100,0.911
B4,69,a,empty,pQBR55,100,0.917
B4,70,a,empty,pQBR55,100,0.923
B4,71,a,empty,pQBR55,100,0.93
B4,72,a,empty,pQBR55,100,0.935
B5,1,a,PFLU4242,pQBR55,100,0.001
B5,2,a,PFLU4242,pQBR55,100,0.003
B5,3,a,PFLU4242,pQBR55,100,0.001
B5,4,a,PFLU4242,pQBR55,100,0.002
B5,5,a,PFLU4242,pQBR55,100,0.002
B5,6,a,PFLU4242,pQBR55,100,0.003
B5,7,a,PFLU4242,pQBR55,100,0.003
B5,8,a,PFLU4242,pQBR55,100,0.004
B5,9,a,PFLU4242,pQBR55,100,0.004
B5,10,a,PFLU4242,pQBR55,100,0.005
B5,11,a,PFLU4242,pQBR55,100,0.009
B5,12,a,PFLU4242,pQBR55,100,0.007
B5,13,a,PFLU4242,pQBR55,100,0.007
B5,14,a,PFLU4242,pQBR55,100,0.008
B5,15,a,PFLU4242,pQBR55,100,0.009
B5,16,a,PFLU4242,pQBR55,100,0.009
B5,17,a,PFLU4242,pQBR55,100,0.01
B5,18,a,PFLU4242,pQBR55,100,0.011
B5,19,a,PFLU4242,pQBR55,100,0.011
B5,20,a,PFLU4242,pQBR55,100,0.012
B5,21,a,PFLU4242,pQBR55,100,0.011
B5,22,a,PFLU4242,pQBR55,100,0.012
B5,23,a,PFLU4242,pQBR55,100,0.012
B5,24,a,PFLU4242,pQBR55,100,0.012
B5,25,a,PFLU4242,pQBR55,100,0.011
B5,26,a,PFLU4242,pQBR55,100,0.011
B5,27,a,PFLU4242,pQBR55,100,0.011
B5,28,a,PFLU4242,pQBR55,100,0.011
B5,29,a,PFLU4242,pQBR55,100,0.012
B5,30,a,PFLU4242,pQBR55,100,0.011
B5,31,a,PFLU4242,pQBR55,100,0.011
B5,32,a,PFLU4242,pQBR55,100,0.011
B5,33,a,PFLU4242,pQBR55,100,0.011
B5,34,a,PFLU4242,pQBR55,100,0.012
B5,35,a,PFLU4242,pQBR55,100,0.012
B5,36,a,PFLU4242,pQBR55,100,0.012
B5,37,a,PFLU4242,pQBR55,100,0.011
B5,38,a,PFLU4242,pQBR55,100,0.011
B5,39,a,PFLU4242,pQBR55,100,0.011
B5,40,a,PFLU4242,pQBR55,100,0.011
B5,41,a,PFLU4242,pQBR55,100,0.011
B5,42,a,PFLU4242,pQBR55,100,0.011
B5,43,a,PFLU4242,pQBR55,100,0.011
B5,44,a,PFLU4242,pQBR55,100,0.011
B5,45,a,PFLU4242,pQBR55,100,0.011
B5,46,a,PFLU4242,pQBR55,100,0.011
B5,47,a,PFLU4242,pQBR55,100,0.01
B5,48,a,PFLU4242,pQBR55,100,0.011
B5,49,a,PFLU4242,pQBR55,100,0.01
B5,50,a,PFLU4242,pQBR55,100,0.01
B5,51,a,PFLU4242,pQBR55,100,0.009
B5,52,a,PFLU4242,pQBR55,100,0.009
B5,53,a,PFLU4242,pQBR55,100,0.009
B5,54,a,PFLU4242,pQBR55,100,0.009
B5,55,a,PFLU4242,pQBR55,100,0.009
B5,56,a,PFLU4242,pQBR55,100,0.009
B5,57,a,PFLU4242,pQBR55,100,0.009
B5,58,a,PFLU4242,pQBR55,100,0.01
B5,59,a,PFLU4242,pQBR55,100,0.011
B5,60,a,PFLU4242,pQBR55,100,0.012
B5,61,a,PFLU4242,pQBR55,100,0.012
B5,62,a,PFLU4242,pQBR55,100,0.012
B5,63,a,PFLU4242,pQBR55,100,0.013
B5,64,a,PFLU4242,pQBR55,100,0.013
B5,65,a,PFLU4242,pQBR55,100,0.013
B5,66,a,PFLU4242,pQBR55,100,0.014
B5,67,a,PFLU4242,pQBR55,100,0.015
B5,68,a,PFLU4242,pQBR55,100,0.016
B5,69,a,PFLU4242,pQBR55,100,0.016
B5,70,a,PFLU4242,pQBR55,100,0.018
B5,71,a,PFLU4242,pQBR55,100,0.02
B5,72,a,PFLU4242,pQBR55,100,0.021
B7,1,c,empty,pQBR55,0,0
B7,2,c,empty,pQBR55,0,0
B7,3,c,empty,pQBR55,0,0
B7,4,c,empty,pQBR55,0,0
B7,5,c,empty,pQBR55,0,0.001
B7,6,c,empty,pQBR55,0,0.001
B7,7,c,empty,pQBR55,0,0.002
B7,8,c,empty,pQBR55,0,0.002
B7,9,c,empty,pQBR55,0,0.003
B7,10,c,empty,pQBR55,0,0.004
B7,11,c,empty,pQBR55,0,0.004
B7,12,c,empty,pQBR55,0,0.005
B7,13,c,empty,pQBR55,0,0.007
B7,14,c,empty,pQBR55,0,0.008
B7,15,c,empty,pQBR55,0,0.01
B7,16,c,empty,pQBR55,0,0.012
B7,17,c,empty,pQBR55,0,0.015
B7,18,c,empty,pQBR55,0,0.018
B7,19,c,empty,pQBR55,0,0.022
B7,20,c,empty,pQBR55,0,0.027
B7,21,c,empty,pQBR55,0,0.033
B7,22,c,empty,pQBR55,0,0.041
B7,23,c,empty,pQBR55,0,0.051
B7,24,c,empty,pQBR55,0,0.061
B7,25,c,empty,pQBR55,0,0.073
B7,26,c,empty,pQBR55,0,0.087
B7,27,c,empty,pQBR55,0,0.103
B7,28,c,empty,pQBR55,0,0.121
B7,29,c,empty,pQBR55,0,0.142
B7,30,c,empty,pQBR55,0,0.169
B7,31,c,empty,pQBR55,0,0.201
B7,32,c,empty,pQBR55,0,0.235
B7,33,c,empty,pQBR55,0,0.273
B7,34,c,empty,pQBR55,0,0.324
B7,35,c,empty,pQBR55,0,0.359
B7,36,c,empty,pQBR55,0,0.39
B7,37,c,empty,pQBR55,0,0.424
B7,38,c,empty,pQBR55,0,0.449
B7,39,c,empty,pQBR55,0,0.473
B7,40,c,empty,pQBR55,0,0.498
B7,41,c,empty,pQBR55,0,0.517
B7,42,c,empty,pQBR55,0,0.539
B7,43,c,empty,pQBR55,0,0.561
B7,44,c,empty,pQBR55,0,0.584
B7,45,c,empty,pQBR55,0,0.604
B7,46,c,empty,pQBR55,0,0.623
B7,47,c,empty,pQBR55,0,0.641
B7,48,c,empty,pQBR55,0,0.661
B7,49,c,empty,pQBR55,0,0.669
B7,50,c,empty,pQBR55,0,0.684
B7,51,c,empty,pQBR55,0,0.697
B7,52,c,empty,pQBR55,0,0.709
B7,53,c,empty,pQBR55,0,0.724
B7,54,c,empty,pQBR55,0,0.73
B7,55,c,empty,pQBR55,0,0.746
B7,56,c,empty,pQBR55,0,0.758
B7,57,c,empty,pQBR55,0,0.766
B7,58,c,empty,pQBR55,0,0.773
B7,59,c,empty,pQBR55,0,0.785
B7,60,c,empty,pQBR55,0,0.791
B7,61,c,empty,pQBR55,0,0.801
B7,62,c,empty,pQBR55,0,0.81
B7,63,c,empty,pQBR55,0,0.816
B7,64,c,empty,pQBR55,0,0.826
B7,65,c,empty,pQBR55,0,0.836
B7,66,c,empty,pQBR55,0,0.84
B7,67,c,empty,pQBR55,0,0.844
B7,68,c,empty,pQBR55,0,0.849
B7,69,c,empty,pQBR55,0,0.858
B7,70,c,empty,pQBR55,0,0.859
B7,71,c,empty,pQBR55,0,0.871
B7,72,c,empty,pQBR55,0,0.875
B8,1,c,PFLU4242,pQBR55,0,0
B8,2,c,PFLU4242,pQBR55,0,-0.002
B8,3,c,PFLU4242,pQBR55,0,-0.001
B8,4,c,PFLU4242,pQBR55,0,-0.001
B8,5,c,PFLU4242,pQBR55,0,0
B8,6,c,PFLU4242,pQBR55,0,0
B8,7,c,PFLU4242,pQBR55,0,0
B8,8,c,PFLU4242,pQBR55,0,0.001
B8,9,c,PFLU4242,pQBR55,0,0.001
B8,10,c,PFLU4242,pQBR55,0,0.002
B8,11,c,PFLU4242,pQBR55,0,0.003
B8,12,c,PFLU4242,pQBR55,0,0.004
B8,13,c,PFLU4242,pQBR55,0,0.005
B8,14,c,PFLU4242,pQBR55,0,0.006
B8,15,c,PFLU4242,pQBR55,0,0.008
B8,16,c,PFLU4242,pQBR55,0,0.01
B8,17,c,PFLU4242,pQBR55,0,0.013
B8,18,c,PFLU4242,pQBR55,0,0.016
B8,19,c,PFLU4242,pQBR55,0,0.019
B8,20,c,PFLU4242,pQBR55,0,0.024
B8,21,c,PFLU4242,pQBR55,0,0.03
B8,22,c,PFLU4242,pQBR55,0,0.036
B8,23,c,PFLU4242,pQBR55,0,0.045
B8,24,c,PFLU4242,pQBR55,0,0.055
B8,25,c,PFLU4242,pQBR55,0,0.066
B8,26,c,PFLU4242,pQBR55,0,0.078
B8,27,c,PFLU4242,pQBR55,0,0.093
B8,28,c,PFLU4242,pQBR55,0,0.11
B8,29,c,PFLU4242,pQBR55,0,0.13
B8,30,c,PFLU4242,pQBR55,0,0.154
B8,31,c,PFLU4242,pQBR55,0,0.182
B8,32,c,PFLU4242,pQBR55,0,0.215
B8,33,c,PFLU4242,pQBR55,0,0.25
B8,34,c,PFLU4242,pQBR55,0,0.294
B8,35,c,PFLU4242,pQBR55,0,0.337
B8,36,c,PFLU4242,pQBR55,0,0.368
B8,37,c,PFLU4242,pQBR55,0,0.395
B8,38,c,PFLU4242,pQBR55,0,0.426
B8,39,c,PFLU4242,pQBR55,0,0.451
B8,40,c,PFLU4242,pQBR55,0,0.474
B8,41,c,PFLU4242,pQBR55,0,0.495
B8,42,c,PFLU4242,pQBR55,0,0.514
B8,43,c,PFLU4242,pQBR55,0,0.532
B8,44,c,PFLU4242,pQBR55,0,0.55
B8,45,c,PFLU4242,pQBR55,0,0.568
B8,46,c,PFLU4242,pQBR55,0,0.589
B8,47,c,PFLU4242,pQBR55,0,0.606
B8,48,c,PFLU4242,pQBR55,0,0.625
B8,49,c,PFLU4242,pQBR55,0,0.636
B8,50,c,PFLU4242,pQBR55,0,0.652
B8,51,c,PFLU4242,pQBR55,0,0.665
B8,52,c,PFLU4242,pQBR55,0,0.679
B8,53,c,PFLU4242,pQBR55,0,0.689
B8,54,c,PFLU4242,pQBR55,0,0.697
B8,55,c,PFLU4242,pQBR55,0,0.712
B8,56,c,PFLU4242,pQBR55,0,0.722
B8,57,c,PFLU4242,pQBR55,0,0.733
B8,58,c,PFLU4242,pQBR55,0,0.735
B8,59,c,PFLU4242,pQBR55,0,0.75
B8,60,c,PFLU4242,pQBR55,0,0.758
B8,61,c,PFLU4242,pQBR55,0,0.768
B8,62,c,PFLU4242,pQBR55,0,0.773
B8,63,c,PFLU4242,pQBR55,0,0.782
B8,64,c,PFLU4242,pQBR55,0,0.79
B8,65,c,PFLU4242,pQBR55,0,0.801
B8,66,c,PFLU4242,pQBR55,0,0.807
B8,67,c,PFLU4242,pQBR55,0,0.818
B8,68,c,PFLU4242,pQBR55,0,0.82
B8,69,c,PFLU4242,pQBR55,0,0.827
B8,70,c,PFLU4242,pQBR55,0,0.835
B8,71,c,PFLU4242,pQBR55,0,0.841
B8,72,c,PFLU4242,pQBR55,0,0.848
C1,1,a,empty,pQBR57,0,-0.002
C1,2,a,empty,pQBR57,0,0
C1,3,a,empty,pQBR57,0,0
C1,4,a,empty,pQBR57,0,0
C1,5,a,empty,pQBR57,0,0
C1,6,a,empty,pQBR57,0,0.001
C1,7,a,empty,pQBR57,0,0.002
C1,8,a,empty,pQBR57,0,0.002
C1,9,a,empty,pQBR57,0,0.003
C1,10,a,empty,pQBR57,0,0.004
C1,11,a,empty,pQBR57,0,0.005
C1,12,a,empty,pQBR57,0,0.007
C1,13,a,empty,pQBR57,0,0.008
C1,14,a,empty,pQBR57,0,0.01
C1,15,a,empty,pQBR57,0,0.013
C1,16,a,empty,pQBR57,0,0.016
C1,17,a,empty,pQBR57,0,0.019
C1,18,a,empty,pQBR57,0,0.024
C1,19,a,empty,pQBR57,0,0.028
C1,20,a,empty,pQBR57,0,0.034
C1,21,a,empty,pQBR57,0,0.042
C1,22,a,empty,pQBR57,0,0.05
C1,23,a,empty,pQBR57,0,0.059
C1,24,a,empty,pQBR57,0,0.07
C1,25,a,empty,pQBR57,0,0.082
C1,26,a,empty,pQBR57,0,0.096
C1,27,a,empty,pQBR57,0,0.113
C1,28,a,empty,pQBR57,0,0.134
C1,29,a,empty,pQBR57,0,0.159
C1,30,a,empty,pQBR57,0,0.188
C1,31,a,empty,pQBR57,0,0.223
C1,32,a,empty,pQBR57,0,0.26
C1,33,a,empty,pQBR57,0,0.305
C1,34,a,empty,pQBR57,0,0.344
C1,35,a,empty,pQBR57,0,0.382
C1,36,a,empty,pQBR57,0,0.411
C1,37,a,empty,pQBR57,0,0.45
C1,38,a,empty,pQBR57,0,0.476
C1,39,a,empty,pQBR57,0,0.502
C1,40,a,empty,pQBR57,0,0.528
C1,41,a,empty,pQBR57,0,0.552
C1,42,a,empty,pQBR57,0,0.584
C1,43,a,empty,pQBR57,0,0.61
C1,44,a,empty,pQBR57,0,0.635
C1,45,a,empty,pQBR57,0,0.658
C1,46,a,empty,pQBR57,0,0.686
C1,47,a,empty,pQBR57,0,0.697
C1,48,a,empty,pQBR57,0,0.719
C1,49,a,empty,pQBR57,0,0.734
C1,50,a,empty,pQBR57,0,0.749
C1,51,a,empty,pQBR57,0,0.764
C1,52,a,empty,pQBR57,0,0.777
C1,53,a,empty,pQBR57,0,0.789
C1,54,a,empty,pQBR57,0,0.802
C1,55,a,empty,pQBR57,0,0.813
C1,56,a,empty,pQBR57,0,0.829
C1,57,a,empty,pQBR57,0,0.834
C1,58,a,empty,pQBR57,0,0.843
C1,59,a,empty,pQBR57,0,0.852
C1,60,a,empty,pQBR57,0,0.861
C1,61,a,empty,pQBR57,0,0.867
C1,62,a,empty,pQBR57,0,0.876
C1,63,a,empty,pQBR57,0,0.882
C1,64,a,empty,pQBR57,0,0.889
C1,65,a,empty,pQBR57,0,0.889
C1,66,a,empty,pQBR57,0,0.899
C1,67,a,empty,pQBR57,0,0.902
C1,68,a,empty,pQBR57,0,0.911
C1,69,a,empty,pQBR57,0,0.913
C1,70,a,empty,pQBR57,0,0.922
C1,71,a,empty,pQBR57,0,0.927
C1,72,a,empty,pQBR57,0,0.932
C10,1,c,empty,pQBR57,100,0.001
C10,2,c,empty,pQBR57,100,0
C10,3,c,empty,pQBR57,100,0.001
C10,4,c,empty,pQBR57,100,0.001
C10,5,c,empty,pQBR57,100,0.001
C10,6,c,empty,pQBR57,100,0.002
C10,7,c,empty,pQBR57,100,0.003
C10,8,c,empty,pQBR57,100,0.003
C10,9,c,empty,pQBR57,100,0.003
C10,10,c,empty,pQBR57,100,0.003
C10,11,c,empty,pQBR57,100,0.004
C10,12,c,empty,pQBR57,100,0.005
C10,13,c,empty,pQBR57,100,0.007
C10,14,c,empty,pQBR57,100,0.008
C10,15,c,empty,pQBR57,100,0.011
C10,16,c,empty,pQBR57,100,0.011
C10,17,c,empty,pQBR57,100,0.014
C10,18,c,empty,pQBR57,100,0.017
C10,19,c,empty,pQBR57,100,0.021
C10,20,c,empty,pQBR57,100,0.026
C10,21,c,empty,pQBR57,100,0.031
C10,22,c,empty,pQBR57,100,0.038
C10,23,c,empty,pQBR57,100,0.044
C10,24,c,empty,pQBR57,100,0.054
C10,25,c,empty,pQBR57,100,0.06
C10,26,c,empty,pQBR57,100,0.076
C10,27,c,empty,pQBR57,100,0.092
C10,28,c,empty,pQBR57,100,0.111
C10,29,c,empty,pQBR57,100,0.128
C10,30,c,empty,pQBR57,100,0.149
C10,31,c,empty,pQBR57,100,0.188
C10,32,c,empty,pQBR57,100,0.24
C10,33,c,empty,pQBR57,100,0.288
C10,34,c,empty,pQBR57,100,0.345
C10,35,c,empty,pQBR57,100,0.386
C10,36,c,empty,pQBR57,100,0.422
C10,37,c,empty,pQBR57,100,0.455
C10,38,c,empty,pQBR57,100,0.486
C10,39,c,empty,pQBR57,100,0.51
C10,40,c,empty,pQBR57,100,0.538
C10,41,c,empty,pQBR57,100,0.563
C10,42,c,empty,pQBR57,100,0.593
C10,43,c,empty,pQBR57,100,0.616
C10,44,c,empty,pQBR57,100,0.639
C10,45,c,empty,pQBR57,100,0.661
C10,46,c,empty,pQBR57,100,0.681
